NO,TYPE,DEFINE1,DEFINE2
257620194,GKFFTAMP16T,,
257620195,GKFFTAMP20T,,
257620196,GKFFTAMG10T,,
257620197,GKFFTAMG12T,,
257620198,GKFFTAMG13T,,
257620199,GKFFTAMG16T,,
257620200,GKFFTAMG20T,,
257620201,GKFFTAMH10T,,
257620202,GKFFTAMH12T,,
257620203,GKFFTAMH13T,,
257620204,GKFFTAMH16T,,
257620205,GKFFTAMH20T,,
257620206,GKFFTAPS10T,,
257620207,GKFFTAPS12T,,
257620208,GKFFTAPS13T,,
257620209,GKFFTAPS16T,,
257620210,GKFFTAPS20T,,
257620211,GKFFTAPM10T,,
257620212,GKFFTAPM12T,,
257620213,GKFFTAPM13T,,
257620214,GKFFTAPM16T,,
257620215,GKFFTAPM20T,,
257620216,GKFFTAPP10T,,
257620217,GKFFTAPP12T,,
257620218,GKFFTAPP13T,,
257620219,GKFFTAPP16T,,
257620220,GKFFTAPP20T,,
257620221,GKFFTAPG10T,,
257620222,GKFFTAPG12T,,
257620223,GKFFTAPG13T,,
257620224,GKFFTAPG16T,,
257620225,GKFFTAPG20T,,
257620226,GKFFTAPH10T,,
257620227,GKFFTAPH12T,,
257620228,GKFFTAPH13T,,
257620229,GKFFTAPH16T,,
257620230,GKFFTAPH20T,,
257620231,GKFFTAGS10T,,
257620232,GKFFTAGS12T,,
257620233,GKFFTAGS13T,,
257620234,GKFFTAGS16T,,
257620235,GKFFTAGS20T,,
257620236,GKFFTAGM10T,,
257620237,GKFFTAGM12T,,
257620238,GKFFTAGM13T,,
257620239,GKFFTAGM16T,,
257620240,GKFFTAGM20T,,
257620241,GKFFTAGP10T,,
257620242,GKFFTAGP12T,,
257620243,GKFFTAGP13T,,
257620244,GKFFTAGP16T,,
257620245,GKFFTAGP20T,,
257620246,GKFFTAGG10T,,
257620247,GKFFTAGG12T,,
257620248,GKFFTAGG13T,,
257620249,GKFFTAGG16T,,
257620250,GKFFTAGG20T,,
257620251,GKFFTAGH10T,,
257620252,GKFFTAGH12T,,
257620253,GKFFTAGH13T,,
257620254,GKFFTAGH16T,,
257620255,GKFFTAGH20T,,
257620256,GKFFTAHS10T,,
257620257,GKFFTAHS12T,,
257620258,GKFFTAHS13T,,
257620259,GKFFTAHS16T,,
257620260,GKFFTAHS20T,,
257620261,GKFFTAHM10T,,
257620262,GKFFTAHM12T,,
257620263,GKFFTAHM13T,,
257620264,GKFFTAHM16T,,
257620265,GKFFTAHM20T,,
257620266,GKFFTAHP10T,,
257620267,GKFFTAHP12T,,
257620268,GKFFTAHP13T,,
257620269,GKFFTAHP16T,,
257620270,GKFFTAHP20T,,
257620271,GKFFTAHG10T,,
257620272,GKFFTAHG12T,,
257620273,GKFFTAHG13T,,
257620274,GKFFTAHG16T,,
257620275,GKFFTAHG20T,,
257620276,GKFFTAHH10T,,
257620277,GKFFTAHH12T,,
257620278,GKFFTAHH13T,,
257620279,GKFFTAHH16T,,
257620280,GKFFTAHH20T,,
257630001,SKFFTAMS6,,
257630002,SKFFTAMS8,,
257630003,SKFFTAMS10,,
257630004,SKFFTAMS12,,
257630005,SKFFTAMS13,,
257630006,SKFFTAMS16,,
257630007,SKFFTAMS20,,
257630008,SKFFTAMM6,,
257630009,SKFFTAMM8,,
257630010,SKFFTAMM10,,
257630011,SKFFTAMM12,,
257630012,SKFFTAMM13,,
257630013,SKFFTAMM16,,
257630014,SKFFTAMM20,,
257630015,SKFFTAMP6,,
257630016,SKFFTAMP8,,
257630017,SKFFTAMP10,,
257630018,SKFFTAMP12,,
257630019,SKFFTAMP13,,
257630020,SKFFTAMP16,,
257630021,SKFFTAMP20,,
257630022,SKFFTAMG6,,
257630023,SKFFTAMG8,,
257630024,SKFFTAMG10,,
257630025,SKFFTAMG12,,
257630026,SKFFTAMG13,,
257630027,SKFFTAMG16,,
257630028,SKFFTAMG20,,
257630029,SKFFTAMH6,,
257630030,SKFFTAMH8,,
257630031,SKFFTAMH10,,
257630032,SKFFTAMH12,,
257630033,SKFFTAMH13,,
257630034,SKFFTAMH16,,
257630035,SKFFTAMH20,,
257630036,SKFFTAPS6,,
257630037,SKFFTAPS8,,
257630038,SKFFTAPS10,,
257630039,SKFFTAPS12,,
257630040,SKFFTAPS13,,
257630041,SKFFTAPS16,,
257630042,SKFFTAPS20,,
257630043,SKFFTAPM6,,
257630044,SKFFTAPM8,,
257630045,SKFFTAPM10,,
257630046,SKFFTAPM12,,
257630047,SKFFTAPM13,,
257630048,SKFFTAPM16,,
257630049,SKFFTAPM20,,
257630050,SKFFTAPP6,,
257630051,SKFFTAPP8,,
257630052,SKFFTAPP10,,
257630053,SKFFTAPP12,,
257630054,SKFFTAPP13,,
257630055,SKFFTAPP16,,
257630056,SKFFTAPP20,,
257630057,SKFFTAPG6,,
257630058,SKFFTAPG8,,
257630059,SKFFTAPG10,,
257630060,SKFFTAPG12,,
257630061,SKFFTAPG13,,
257630062,SKFFTAPG16,,
257630063,SKFFTAPG20,,
257630064,SKFFTAPH6,,
257630065,SKFFTAPH8,,
257630066,SKFFTAPH10,,
257630067,SKFFTAPH12,,
257630068,SKFFTAPH13,,
257630069,SKFFTAPH16,,
257630070,SKFFTAPH20,,
257630071,SKFFTAGS6,,
257630072,SKFFTAGS8,,
257630073,SKFFTAGS10,,
257630074,SKFFTAGS12,,
257630075,SKFFTAGS13,,
257630076,SKFFTAGS16,,
257630077,SKFFTAGS20,,
257630078,SKFFTAGM6,,
257630079,SKFFTAGM8,,
257630080,SKFFTAGM10,,
257630081,SKFFTAGM12,,
257630082,SKFFTAGM13,,
257630083,SKFFTAGM16,,
257630084,SKFFTAGM20,,
257630085,SKFFTAGP6,,
257630086,SKFFTAGP8,,
257630087,SKFFTAGP10,,
257630088,SKFFTAGP12,,
257630089,SKFFTAGP13,,
257630090,SKFFTAGP16,,
257630091,SKFFTAGP20,,
257630092,SKFFTAGG6,,
257630093,SKFFTAGG8,,
257630094,SKFFTAGG10,,
257630095,SKFFTAGG12,,
257630096,SKFFTAGG13,,
257630097,SKFFTAGG16,,
257630098,SKFFTAGG20,,
257630099,SKFFTAGH6,,
257630100,SKFFTAGH8,,
257630101,SKFFTAGH10,,
257630102,SKFFTAGH12,,
257630103,SKFFTAGH13,,
257630104,SKFFTAGH16,,
257630105,SKFFTAGH20,,
257630106,SKFFTAHS6,,
257630107,SKFFTAHS8,,
257630108,SKFFTAHS10,,
257630109,SKFFTAHS12,,
257630110,SKFFTAHS13,,
257630111,SKFFTAHS16,,
257630112,SKFFTAHS20,,
257630113,SKFFTAHM6,,
257630114,SKFFTAHM8,,
257630115,SKFFTAHM10,,
257630116,SKFFTAHM12,,
257630117,SKFFTAHM13,,
257630118,SKFFTAHM16,,
257630119,SKFFTAHM20,,
257630120,SKFFTAHP6,,
257630121,SKFFTAHP8,,
257630122,SKFFTAHP10,,
257630123,SKFFTAHP12,,
257630124,SKFFTAHP13,,
257630125,SKFFTAHP16,,
257630126,SKFFTAHP20,,
257630127,SKFFTAHG6,,
257630128,SKFFTAHG8,,
257630129,SKFFTAHG10,,
257630130,SKFFTAHG12,,
257630131,SKFFTAHG13,,
257630132,SKFFTAHG16,,
257630133,SKFFTAHG20,,
257630134,SKFFTAHH6,,
257630135,SKFFTAHH8,,
257630136,SKFFTAHH10,,
257630137,SKFFTAHH12,,
257630138,SKFFTAHH13,,
257630139,SKFFTAHH16,,
257630140,SKFFTAHH20,,
257630141,SKFFTAMS6T,,
257630142,SKFFTAMS8T,,
257630143,SKFFTAMM6T,,
257630144,SKFFTAMM8T,,
257630145,SKFFTAMP6T,,
257630146,SKFFTAMP8T,,
257630147,SKFFTAMG6T,,
257630148,SKFFTAMG8T,,
257630149,SKFFTAMH6T,,
257630150,SKFFTAMH8T,,
257630151,SKFFTAPS6T,,
257630152,SKFFTAPS8T,,
257630153,SKFFTAPM6T,,
257630154,SKFFTAPM8T,,
257630155,SKFFTAPP6T,,
257630156,SKFFTAPP8T,,
257630157,SKFFTAPG6T,,
257630158,SKFFTAPG8T,,
257630159,SKFFTAPH6T,,
257630160,SKFFTAPH8T,,
257630161,SKFFTAGS6T,,
257630162,SKFFTAGS8T,,
257630163,SKFFTAGM6T,,
257630164,SKFFTAGM8T,,
257630165,SKFFTAGP6T,,
257630166,SKFFTAGP8T,,
257630167,SKFFTAGG6T,,
257630168,SKFFTAGG8T,,
257630169,SKFFTAGH6T,,
257630170,SKFFTAGH8T,,
257630171,SKFFTAHS6T,,
257630172,SKFFTAHS8T,,
257630173,SKFFTAHM6T,,
257630174,SKFFTAHM8T,,
257630175,SKFFTAHP6T,,
257630176,SKFFTAHP8T,,
257630177,SKFFTAHG6T,,
257630178,SKFFTAHG8T,,
257630179,SKFFTAHH6T,,
257630180,SKFFTAHH8T,,
257630181,SKFFTAMS10T,,
257630182,SKFFTAMS12T,,
257630183,SKFFTAMS13T,,
257630184,SKFFTAMS16T,,
257630185,SKFFTAMS20T,,
257630186,SKFFTAMM10T,,
257630187,SKFFTAMM12T,,
257630188,SKFFTAMM13T,,
257630189,SKFFTAMM16T,,
257630190,SKFFTAMM20T,,
257630191,SKFFTAMP10T,,
257630192,SKFFTAMP12T,,
257630193,SKFFTAMP13T,,
257630194,SKFFTAMP16T,,
257630195,SKFFTAMP20T,,
257630196,SKFFTAMG10T,,
257630197,SKFFTAMG12T,,
257630198,SKFFTAMG13T,,
257630199,SKFFTAMG16T,,
257630200,SKFFTAMG20T,,
257630201,SKFFTAMH10T,,
257630202,SKFFTAMH12T,,
257630203,SKFFTAMH13T,,
257630204,SKFFTAMH16T,,
257630205,SKFFTAMH20T,,
257630206,SKFFTAPS10T,,
257630207,SKFFTAPS12T,,
257630208,SKFFTAPS13T,,
257630209,SKFFTAPS16T,,
257630210,SKFFTAPS20T,,
257630211,SKFFTAPM10T,,
257630212,SKFFTAPM12T,,
257630213,SKFFTAPM13T,,
257630214,SKFFTAPM16T,,
257630215,SKFFTAPM20T,,
257630216,SKFFTAPP10T,,
257630217,SKFFTAPP12T,,
257630218,SKFFTAPP13T,,
257630219,SKFFTAPP16T,,
257630220,SKFFTAPP20T,,
257630221,SKFFTAPG10T,,
257630222,SKFFTAPG12T,,
257630223,SKFFTAPG13T,,
257630224,SKFFTAPG16T,,
257630225,SKFFTAPG20T,,
257630226,SKFFTAPH10T,,
257630227,SKFFTAPH12T,,
257630228,SKFFTAPH13T,,
257630229,SKFFTAPH16T,,
257630230,SKFFTAPH20T,,
257630231,SKFFTAGS10T,,
257630232,SKFFTAGS12T,,
257630233,SKFFTAGS13T,,
257630234,SKFFTAGS16T,,
257630235,SKFFTAGS20T,,
257630236,SKFFTAGM10T,,
257630237,SKFFTAGM12T,,
257630238,SKFFTAGM13T,,
257630239,SKFFTAGM16T,,
257630240,SKFFTAGM20T,,
257630241,SKFFTAGP10T,,
257630242,SKFFTAGP12T,,
257630243,SKFFTAGP13T,,
257630244,SKFFTAGP16T,,
257630245,SKFFTAGP20T,,
257630246,SKFFTAGG10T,,
257630247,SKFFTAGG12T,,
257630248,SKFFTAGG13T,,
257630249,SKFFTAGG16T,,
257630250,SKFFTAGG20T,,
257630251,SKFFTAGH10T,,
257630252,SKFFTAGH12T,,
257630253,SKFFTAGH13T,,
257630254,SKFFTAGH16T,,
257630255,SKFFTAGH20T,,
257630256,SKFFTAHS10T,,
257630257,SKFFTAHS12T,,
257630258,SKFFTAHS13T,,
257630259,SKFFTAHS16T,,
257630260,SKFFTAHS20T,,
257630261,SKFFTAHM10T,,
257630262,SKFFTAHM12T,,
257630263,SKFFTAHM13T,,
257630264,SKFFTAHM16T,,
257630265,SKFFTAHM20T,,
257630266,SKFFTAHP10T,,
257630267,SKFFTAHP12T,,
257630268,SKFFTAHP13T,,
257630269,SKFFTAHP16T,,
257630270,SKFFTAHP20T,,
257630271,SKFFTAHG10T,,
257630272,SKFFTAHG12T,,
257630273,SKFFTAHG13T,,
257630274,SKFFTAHG16T,,
257630275,SKFFTAHG20T,,
257630276,SKFFTAHH10T,,
257630277,SKFFTAHH12T,,
257630278,SKFFTAHH13T,,
257630279,SKFFTAHH16T,,
257630280,SKFFTAHH20T,,
257650001,CKFFTAMS6,,
257650002,CKFFTAMS8,,
257650003,CKFFTAMS10,,
257650004,CKFFTAMS12,,
257650005,CKFFTAMS13,,
257650006,CKFFTAMS16,,
257650007,CKFFTAMS20,,
257650008,CKFFTAMM6,,
257650009,CKFFTAMM8,,
257650010,CKFFTAMM10,,
257650011,CKFFTAMM12,,
257650012,CKFFTAMM13,,
257650013,CKFFTAMM16,,
257650014,CKFFTAMM20,,
257650015,CKFFTAMP6,,
257650016,CKFFTAMP8,,
257650017,CKFFTAMP10,,
257650018,CKFFTAMP12,,
257650019,CKFFTAMP13,,
257650020,CKFFTAMP16,,
257650021,CKFFTAMP20,,
257650022,CKFFTAMG6,,
257650023,CKFFTAMG8,,
257650024,CKFFTAMG10,,
257650025,CKFFTAMG12,,
257650026,CKFFTAMG13,,
257650027,CKFFTAMG16,,
257650028,CKFFTAMG20,,
257650029,CKFFTAMH6,,
257650030,CKFFTAMH8,,
257650031,CKFFTAMH10,,
257650032,CKFFTAMH12,,
257650033,CKFFTAMH13,,
257650034,CKFFTAMH16,,
257650035,CKFFTAMH20,,
257650036,CKFFTAPS6,,
257650037,CKFFTAPS8,,
257650038,CKFFTAPS10,,
257650039,CKFFTAPS12,,
257650040,CKFFTAPS13,,
257650041,CKFFTAPS16,,
257650042,CKFFTAPS20,,
257650043,CKFFTAPM6,,
257650044,CKFFTAPM8,,
257650045,CKFFTAPM10,,
257650046,CKFFTAPM12,,
257650047,CKFFTAPM13,,
257650048,CKFFTAPM16,,
257650049,CKFFTAPM20,,
257650050,CKFFTAPP6,,
257650051,CKFFTAPP8,,
257650052,CKFFTAPP10,,
257650053,CKFFTAPP12,,
257650054,CKFFTAPP13,,
257650055,CKFFTAPP16,,
257650056,CKFFTAPP20,,
257650057,CKFFTAPG6,,
257650058,CKFFTAPG8,,
257650059,CKFFTAPG10,,
257650060,CKFFTAPG12,,
257650061,CKFFTAPG13,,
257650062,CKFFTAPG16,,
257650063,CKFFTAPG20,,
257650064,CKFFTAPH6,,
257650065,CKFFTAPH8,,
257650066,CKFFTAPH10,,
257650067,CKFFTAPH12,,
257650068,CKFFTAPH13,,
257650069,CKFFTAPH16,,
257650070,CKFFTAPH20,,
257650071,CKFFTAGS6,,
257650072,CKFFTAGS8,,
257650073,CKFFTAGS10,,
257650074,CKFFTAGS12,,
257650075,CKFFTAGS13,,
257650076,CKFFTAGS16,,
257650077,CKFFTAGS20,,
257650078,CKFFTAGM6,,
257650079,CKFFTAGM8,,
257650080,CKFFTAGM10,,
257650081,CKFFTAGM12,,
257650082,CKFFTAGM13,,
257650083,CKFFTAGM16,,
257650084,CKFFTAGM20,,
257650085,CKFFTAGP6,,
257650086,CKFFTAGP8,,
257650087,CKFFTAGP10,,
257650088,CKFFTAGP12,,
257650089,CKFFTAGP13,,
257650090,CKFFTAGP16,,
257650091,CKFFTAGP20,,
257650092,CKFFTAGG6,,
257650093,CKFFTAGG8,,
257650094,CKFFTAGG10,,
257650095,CKFFTAGG12,,
257650096,CKFFTAGG13,,
257650097,CKFFTAGG16,,
257650098,CKFFTAGG20,,
257650099,CKFFTAGH6,,
257650100,CKFFTAGH8,,
257650101,CKFFTAGH10,,
257650102,CKFFTAGH12,,
257650103,CKFFTAGH13,,
257650104,CKFFTAGH16,,
257650105,CKFFTAGH20,,
257650106,CKFFTAHS6,,
257650107,CKFFTAHS8,,
257650108,CKFFTAHS10,,
257650109,CKFFTAHS12,,
257650110,CKFFTAHS13,,
257650111,CKFFTAHS16,,
257650112,CKFFTAHS20,,
257650113,CKFFTAHM6,,
257650114,CKFFTAHM8,,
257650115,CKFFTAHM10,,
257650116,CKFFTAHM12,,
257650117,CKFFTAHM13,,
257650118,CKFFTAHM16,,
257650119,CKFFTAHM20,,
257650120,CKFFTAHP6,,
257650121,CKFFTAHP8,,
257650122,CKFFTAHP10,,
257650123,CKFFTAHP12,,
257650124,CKFFTAHP13,,
257650125,CKFFTAHP16,,
257650126,CKFFTAHP20,,
257650127,CKFFTAHG6,,
257650128,CKFFTAHG8,,
257650129,CKFFTAHG10,,
257650130,CKFFTAHG12,,
257650131,CKFFTAHG13,,
257650132,CKFFTAHG16,,
257650133,CKFFTAHG20,,
257650134,CKFFTAHH6,,
257650135,CKFFTAHH8,,
257650136,CKFFTAHH10,,
257650137,CKFFTAHH12,,
257650138,CKFFTAHH13,,
257650139,CKFFTAHH16,,
257650140,CKFFTAHH20,,
257650141,CKFFTAMS6T,,
257650142,CKFFTAMS8T,,
257650143,CKFFTAMM6T,,
257650144,CKFFTAMM8T,,
257650145,CKFFTAMP6T,,
257650146,CKFFTAMP8T,,
257650147,CKFFTAMG6T,,
257650148,CKFFTAMG8T,,
257650149,CKFFTAMH6T,,
257650150,CKFFTAMH8T,,
257650151,CKFFTAPS6T,,
257650152,CKFFTAPS8T,,
257650153,CKFFTAPM6T,,
257650154,CKFFTAPM8T,,
257650155,CKFFTAPP6T,,
257650156,CKFFTAPP8T,,
257650157,CKFFTAPG6T,,
257650158,CKFFTAPG8T,,
257650159,CKFFTAPH6T,,
257650160,CKFFTAPH8T,,
257650161,CKFFTAGS6T,,
257650162,CKFFTAGS8T,,
257650163,CKFFTAGM6T,,
257650164,CKFFTAGM8T,,
257650165,CKFFTAGP6T,,
257650166,CKFFTAGP8T,,
257650167,CKFFTAGG6T,,
257650168,CKFFTAGG8T,,
257650169,CKFFTAGH6T,,
257650170,CKFFTAGH8T,,
257650171,CKFFTAHS6T,,
257650172,CKFFTAHS8T,,
257650173,CKFFTAHM6T,,
257650174,CKFFTAHM8T,,
257650175,CKFFTAHP6T,,
257650176,CKFFTAHP8T,,
257650177,CKFFTAHG6T,,
257650178,CKFFTAHG8T,,
257650179,CKFFTAHH6T,,
257650180,CKFFTAHH8T,,
257650181,CKFFTAMS10T,,
257650182,CKFFTAMS12T,,
257650183,CKFFTAMS13T,,
257650184,CKFFTAMS16T,,
257650185,CKFFTAMS20T,,
257650186,CKFFTAMM10T,,
257650187,CKFFTAMM12T,,
257650188,CKFFTAMM13T,,
257650189,CKFFTAMM16T,,
257650190,CKFFTAMM20T,,
257650191,CKFFTAMP10T,,
257650192,CKFFTAMP12T,,
257650193,CKFFTAMP13T,,
257650194,CKFFTAMP16T,,
257650195,CKFFTAMP20T,,
257650196,CKFFTAMG10T,,
257650197,CKFFTAMG12T,,
257650198,CKFFTAMG13T,,
257650199,CKFFTAMG16T,,
257650200,CKFFTAMG20T,,
257650201,CKFFTAMH10T,,
257650202,CKFFTAMH12T,,
257650203,CKFFTAMH13T,,
257650204,CKFFTAMH16T,,
257650205,CKFFTAMH20T,,
257650206,CKFFTAPS10T,,
257650207,CKFFTAPS12T,,
257650208,CKFFTAPS13T,,
257650209,CKFFTAPS16T,,
257650210,CKFFTAPS20T,,
257650211,CKFFTAPM10T,,
257650212,CKFFTAPM12T,,
257650213,CKFFTAPM13T,,
257650214,CKFFTAPM16T,,
257650215,CKFFTAPM20T,,
257650216,CKFFTAPP10T,,
257650217,CKFFTAPP12T,,
257650218,CKFFTAPP13T,,
257650219,CKFFTAPP16T,,
257650220,CKFFTAPP20T,,
257650221,CKFFTAPG10T,,
257650222,CKFFTAPG12T,,
257650223,CKFFTAPG13T,,
257650224,CKFFTAPG16T,,
257650225,CKFFTAPG20T,,
257650226,CKFFTAPH10T,,
257650227,CKFFTAPH12T,,
257650228,CKFFTAPH13T,,
257650229,CKFFTAPH16T,,
257650230,CKFFTAPH20T,,
257650231,CKFFTAGS10T,,
257650232,CKFFTAGS12T,,
257650233,CKFFTAGS13T,,
257650234,CKFFTAGS16T,,
257650235,CKFFTAGS20T,,
257650236,CKFFTAGM10T,,
257650237,CKFFTAGM12T,,
257650238,CKFFTAGM13T,,
257650239,CKFFTAGM16T,,
257650240,CKFFTAGM20T,,
257650241,CKFFTAGP10T,,
257650242,CKFFTAGP12T,,
257650243,CKFFTAGP13T,,
257650244,CKFFTAGP16T,,
257650245,CKFFTAGP20T,,
257650246,CKFFTAGG10T,,
257650247,CKFFTAGG12T,,
257650248,CKFFTAGG13T,,
257650249,CKFFTAGG16T,,
257650250,CKFFTAGG20T,,
257650251,CKFFTAGH10T,,
257650252,CKFFTAGH12T,,
257650253,CKFFTAGH13T,,
257650254,CKFFTAGH16T,,
257650255,CKFFTAGH20T,,
257650256,CKFFTAHS10T,,
257650257,CKFFTAHS12T,,
257650258,CKFFTAHS13T,,
257650259,CKFFTAHS16T,,
257650260,CKFFTAHS20T,,
257650261,CKFFTAHM10T,,
257650262,CKFFTAHM12T,,
257650263,CKFFTAHM13T,,
257650264,CKFFTAHM16T,,
257650265,CKFFTAHM20T,,
257650266,CKFFTAHP10T,,
257650267,CKFFTAHP12T,,
257650268,CKFFTAHP13T,,
257650269,CKFFTAHP16T,,
257650270,CKFFTAHP20T,,
257650271,CKFFTAHG10T,,
257650272,CKFFTAHG12T,,
257650273,CKFFTAHG13T,,
257650274,CKFFTAHG16T,,
257650275,CKFFTAHG20T,,
257650276,CKFFTAHH10T,,
257650277,CKFFTAHH12T,,
257650278,CKFFTAHH13T,,
257650279,CKFFTAHH16T,,
257650280,CKFFTAHH20T,,
257710001,KFFSAMS2,,
257710002,KFFSAMS3,,
257710003,KFFSAMS4,,
257710004,KFFSAMS5,,
257710005,KFFSAMS6,,
257710006,KFFSAMS8,,
257710007,KFFSAMS10,,
257710008,KFFSAMS12,,
257710009,KFFSAMS13,,
257710010,KFFSAMS16,,
257710011,KFFSAMS20,,
257710012,KFFSAMM2,,
257710013,KFFSAMM3,,
257710014,KFFSAMM4,,
257710015,KFFSAMM5,,
257710016,KFFSAMM6,,
257710017,KFFSAMM8,,
257710018,KFFSAMM10,,
257710019,KFFSAMM12,,
257710020,KFFSAMM13,,
257710021,KFFSAMM16,,
257710022,KFFSAMM20,,
257710023,KFFSAMP2,,
257710024,KFFSAMP3,,
257710025,KFFSAMP4,,
257710026,KFFSAMP5,,
257710027,KFFSAMP6,,
257710028,KFFSAMP8,,
257710029,KFFSAMP10,,
257710030,KFFSAMP12,,
257710031,KFFSAMP13,,
257710032,KFFSAMP16,,
257710033,KFFSAMP20,,
257710034,KFFSAMG2,,
257710035,KFFSAMG3,,
257710036,KFFSAMG4,,
257710037,KFFSAMG5,,
257710038,KFFSAMG6,,
257710039,KFFSAMG8,,
257710040,KFFSAMG10,,
257710041,KFFSAMG12,,
257710042,KFFSAMG13,,
257710043,KFFSAMG16,,
257710044,KFFSAMG20,,
257710045,KFFSAMH2,,
257710046,KFFSAMH3,,
257710047,KFFSAMH4,,
257710048,KFFSAMH5,,
257710049,KFFSAMH6,,
257710050,KFFSAMH8,,
257710051,KFFSAMH10,,
257710052,KFFSAMH12,,
257710053,KFFSAMH13,,
257710054,KFFSAMH16,,
257710055,KFFSAMH20,,
257710056,KFFSAPS2,,
257710057,KFFSAPS3,,
257710058,KFFSAPS4,,
257710059,KFFSAPS5,,
257710060,KFFSAPS6,,
257710061,KFFSAPS8,,
257710062,KFFSAPS10,,
257710063,KFFSAPS12,,
257710064,KFFSAPS13,,
257710065,KFFSAPS16,,
257710066,KFFSAPS20,,
257710067,KFFSAPM2,,
257710068,KFFSAPM3,,
257710069,KFFSAPM4,,
257710070,KFFSAPM5,,
257710071,KFFSAPM6,,
257710072,KFFSAPM8,,
257710073,KFFSAPM10,,
257710074,KFFSAPM12,,
257710075,KFFSAPM13,,
257710076,KFFSAPM16,,
257710077,KFFSAPM20,,
257710078,KFFSAPP2,,
257710079,KFFSAPP3,,
257710080,KFFSAPP4,,
257710081,KFFSAPP5,,
257710082,KFFSAPP6,,
257710083,KFFSAPP8,,
257710084,KFFSAPP10,,
257710085,KFFSAPP12,,
257710086,KFFSAPP13,,
257710087,KFFSAPP16,,
257710088,KFFSAPP20,,
257710089,KFFSAPG2,,
257710090,KFFSAPG3,,
257710091,KFFSAPG4,,
257710092,KFFSAPG5,,
257710093,KFFSAPG6,,
257710094,KFFSAPG8,,
257710095,KFFSAPG10,,
257710096,KFFSAPG12,,
257710097,KFFSAPG13,,
257710098,KFFSAPG16,,
257710099,KFFSAPG20,,
257710100,KFFSAPH2,,
257710101,KFFSAPH3,,
257710102,KFFSAPH4,,
257710103,KFFSAPH5,,
257710104,KFFSAPH6,,
257710105,KFFSAPH8,,
257710106,KFFSAPH10,,
257710107,KFFSAPH12,,
257710108,KFFSAPH13,,
257710109,KFFSAPH16,,
257710110,KFFSAPH20,,
257710111,KFFSAGS2,,
257710112,KFFSAGS3,,
257710113,KFFSAGS4,,
257710114,KFFSAGS5,,
257710115,KFFSAGS6,,
257710116,KFFSAGS8,,
257710117,KFFSAGS10,,
257710118,KFFSAGS12,,
257710119,KFFSAGS13,,
257710120,KFFSAGS16,,
257710121,KFFSAGS20,,
257710122,KFFSAGM2,,
257710123,KFFSAGM3,,
257710124,KFFSAGM4,,
257710125,KFFSAGM5,,
257710126,KFFSAGM6,,
257710127,KFFSAGM8,,
257710128,KFFSAGM10,,
257710129,KFFSAGM12,,
257710130,KFFSAGM13,,
257710131,KFFSAGM16,,
257710132,KFFSAGM20,,
257710133,KFFSAGP2,,
257710134,KFFSAGP3,,
257710135,KFFSAGP4,,
257710136,KFFSAGP5,,
257710137,KFFSAGP6,,
257710138,KFFSAGP8,,
257710139,KFFSAGP10,,
257710140,KFFSAGP12,,
257710141,KFFSAGP13,,
257710142,KFFSAGP16,,
257710143,KFFSAGP20,,
257710144,KFFSAGG2,,
257710145,KFFSAGG3,,
257710146,KFFSAGG4,,
257710147,KFFSAGG5,,
257710148,KFFSAGG6,,
257710149,KFFSAGG8,,
257710150,KFFSAGG10,,
257710151,KFFSAGG12,,
257710152,KFFSAGG13,,
257710153,KFFSAGG16,,
257710154,KFFSAGG20,,
257710155,KFFSAGH2,,
257710156,KFFSAGH3,,
257710157,KFFSAGH4,,
257710158,KFFSAGH5,,
257710159,KFFSAGH6,,
257710160,KFFSAGH8,,
257710161,KFFSAGH10,,
257710162,KFFSAGH12,,
257710163,KFFSAGH13,,
257710164,KFFSAGH16,,
257710165,KFFSAGH20,,
257710166,KFFSAHS2,,
257710167,KFFSAHS3,,
257710168,KFFSAHS4,,
257710169,KFFSAHS5,,
257710170,KFFSAHS6,,
257710171,KFFSAHS8,,
257710172,KFFSAHS10,,
257710173,KFFSAHS12,,
257710174,KFFSAHS13,,
257710175,KFFSAHS16,,
257710176,KFFSAHS20,,
257710177,KFFSAHM2,,
257710178,KFFSAHM3,,
257710179,KFFSAHM4,,
257710180,KFFSAHM5,,
257710181,KFFSAHM6,,
257710182,KFFSAHM8,,
257710183,KFFSAHM10,,
257710184,KFFSAHM12,,
257710185,KFFSAHM13,,
257710186,KFFSAHM16,,
257710187,KFFSAHM20,,
257710188,KFFSAHP2,,
257710189,KFFSAHP3,,
257710190,KFFSAHP4,,
257710191,KFFSAHP5,,
257710192,KFFSAHP6,,
257710193,KFFSAHP8,,
257710194,KFFSAHP10,,
257710195,KFFSAHP12,,
257710196,KFFSAHP13,,
257710197,KFFSAHP16,,
257710198,KFFSAHP20,,
257710199,KFFSAHG2,,
257710200,KFFSAHG3,,
257710201,KFFSAHG4,,
257710202,KFFSAHG5,,
257710203,KFFSAHG6,,
257710204,KFFSAHG8,,
257710205,KFFSAHG10,,
257710206,KFFSAHG12,,
257710207,KFFSAHG13,,
257710208,KFFSAHG16,,
257710209,KFFSAHG20,,
257710210,KFFSAHH2,,
257710211,KFFSAHH3,,
257710212,KFFSAHH4,,
257710213,KFFSAHH5,,
257710214,KFFSAHH6,,
257710215,KFFSAHH8,,
257710216,KFFSAHH10,,
257710217,KFFSAHH12,,
