Œ^Ž®,ƒ}ƒNƒ”Ô†,³“š,o—Í
LPGC10-P11-B12-R3-L13,#156,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#157,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#157,,950
LPGC10-P11-B12-R3-L13,#158,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#158,,0.8
LPGC10-P11-B12-R3-L13,#159,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#160,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#160,,200
LPGC10-P11-B12-R3-L13,#161,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#161,,6000
LPGC10-P11-B12-R3-L13,#162,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#162,,0.1
LPGC10-P11-B12-R3-L13,#163,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#164,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#164,,80
LPGC10-P11-B12-R3-L13,#165,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#165,,3000
LPGC10-P11-B12-R3-L13,#166,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#166,,0.1
LPGC10-P11-B12-R3-L13,#167,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#168,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#169,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#170,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#171,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#172,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#172,,200
LPGC10-P11-B12-R3-L13,#173,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#173,,4000
LPGC10-P11-B12-R3-L13,#174,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#174,,0.12
LPGC10-P11-B12-R3-L13,#175,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#176,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#177,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#178,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#179,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#180,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#180,,120
LPGC10-P11-B12-R3-L13,#181,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#181,,3000
LPGC10-P11-B12-R3-L13,#182,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#182,,0.08
LPGC10-P11-B12-R3-L13,#183,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#184,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#184,,120
LPGC10-P11-B12-R3-L13,#185,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#185,,2500
LPGC10-P11-B12-R3-L13,#186,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#186,,0.1
LPGC10-P11-B12-R3-L13,#187,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#188,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#188,,4000
LPGC10-P11-B12-R3-L13,#189,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#189,,0.05
LPGC10-P11-B12-R3-L13,#190,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#191,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#191,,160
LPGC10-P11-B12-R3-L13,#192,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#192,,4000
LPGC10-P11-B12-R3-L13,#193,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#193,,0.08
LPGC10-P11-B12-R3-L13,#194,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#194,,1
LPGC10-P11-B12-R3-L13,#195,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#196,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#196,,160
LPGC10-P11-B12-R3-L13,#197,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#197,,4000
LPGC10-P11-B12-R3-L13,#198,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#198,,0.05
LPGC10-P11-B12-R3-L13,#199,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#199,,0.1
LPGC10-P11-B12-R3-L13,#500,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#501,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#502,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#503,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#504,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#504,,3551
LPGC10-P11-B12-R3-L13,#505,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#505,,22
LPGC10-P11-B12-R3-L13,#506,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#507,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#507,,3552
LPGC10-P11-B12-R3-L13,#508,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#508,,24
LPGC10-P11-B12-R3-L13,#509,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#510,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#510,,3553
LPGC10-P11-B12-R3-L13,#511,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#511,,26
LPGC10-P11-B12-R3-L13,#512,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#513,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#513,,3551
LPGC10-P11-B12-R3-L13,#514,,<-- is not numeric
LPGC10-P11-B12-R3-L13,#515,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#100,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#100,,13
LPPEJA10-P12-B13-R6-L10,#101,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#101,,1
LPPEJA10-P12-B13-R6-L10,#102,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#102,,10
LPPEJA10-P12-B13-R6-L10,#103,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#103,,12
LPPEJA10-P12-B13-R6-L10,#104,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#104,,10
LPPEJA10-P12-B13-R6-L10,#105,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#105,,13
LPPEJA10-P12-B13-R6-L10,#106,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#106,,2
LPPEJA10-P12-B13-R6-L10,#107,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#108,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#108,,1
LPPEJA10-P12-B13-R6-L10,#109,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#109,,15
LPPEJA10-P12-B13-R6-L10,#110,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#110,,6
LPPEJA10-P12-B13-R6-L10,#111,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#112,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#112,,29.3
LPPEJA10-P12-B13-R6-L10,#113,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#113,,0.15
LPPEJA10-P12-B13-R6-L10,#114,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#114,,0.13
LPPEJA10-P12-B13-R6-L10,#115,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#115,,0.17
LPPEJA10-P12-B13-R6-L10,#116,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#116,,1.7
LPPEJA10-P12-B13-R6-L10,#117,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#118,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#119,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#120,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#121,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#121,,1.6
LPPEJA10-P12-B13-R6-L10,#122,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#122,,12
LPPEJA10-P12-B13-R6-L10,#123,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#123,,6
LPPEJA10-P12-B13-R6-L10,#124,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#124,,6
LPPEJA10-P12-B13-R6-L10,#125,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#125,,0.3
LPPEJA10-P12-B13-R6-L10,#126,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#127,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#128,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#128,,100
LPPEJA10-P12-B13-R6-L10,#129,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#129,,200
LPPEJA10-P12-B13-R6-L10,#130,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#130,,300
LPPEJA10-P12-B13-R6-L10,#131,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#131,,402
LPPEJA10-P12-B13-R6-L10,#132,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#132,,500
LPPEJA10-P12-B13-R6-L10,#133,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#133,,600
LPPEJA10-P12-B13-R6-L10,#134,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#134,,700
LPPEJA10-P12-B13-R6-L10,#135,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#135,,800
LPPEJA10-P12-B13-R6-L10,#136,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#136,,902
LPPEJA10-P12-B13-R6-L10,#137,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#137,,1
LPPEJA10-P12-B13-R6-L10,#138,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#138,,1100
LPPEJA10-P12-B13-R6-L10,#139,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#140,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#141,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#142,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#142,,200
LPPEJA10-P12-B13-R6-L10,#143,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#143,,5000
LPPEJA10-P12-B13-R6-L10,#144,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#144,,0.08
LPPEJA10-P12-B13-R6-L10,#145,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#146,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#146,,5000
LPPEJA10-P12-B13-R6-L10,#147,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#147,,0.08
LPPEJA10-P12-B13-R6-L10,#148,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#149,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#150,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#151,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#152,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#153,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#154,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#155,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#156,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#157,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#158,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#159,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#160,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#160,,200
LPPEJA10-P12-B13-R6-L10,#161,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#161,,6000
LPPEJA10-P12-B13-R6-L10,#162,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#162,,0.1
LPPEJA10-P12-B13-R6-L10,#163,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#164,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#164,,80
LPPEJA10-P12-B13-R6-L10,#165,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#165,,3000
LPPEJA10-P12-B13-R6-L10,#166,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#166,,0.1
LPPEJA10-P12-B13-R6-L10,#167,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#168,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#169,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#170,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#171,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#172,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#172,,200
LPPEJA10-P12-B13-R6-L10,#173,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#173,,4000
LPPEJA10-P12-B13-R6-L10,#174,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#174,,0.12
LPPEJA10-P12-B13-R6-L10,#175,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#176,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#177,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#178,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#179,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#180,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#180,,120
LPPEJA10-P12-B13-R6-L10,#181,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#181,,3000
LPPEJA10-P12-B13-R6-L10,#182,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#182,,0.08
LPPEJA10-P12-B13-R6-L10,#183,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#184,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#184,,120
LPPEJA10-P12-B13-R6-L10,#185,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#185,,2500
LPPEJA10-P12-B13-R6-L10,#186,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#186,,0.1
LPPEJA10-P12-B13-R6-L10,#187,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#188,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#188,,4000
LPPEJA10-P12-B13-R6-L10,#189,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#189,,0.05
LPPEJA10-P12-B13-R6-L10,#190,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#191,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#191,,160
LPPEJA10-P12-B13-R6-L10,#192,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#192,,4000
LPPEJA10-P12-B13-R6-L10,#193,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#193,,0.08
LPPEJA10-P12-B13-R6-L10,#194,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#194,,1
LPPEJA10-P12-B13-R6-L10,#195,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#196,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#196,,160
LPPEJA10-P12-B13-R6-L10,#197,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#197,,4000
LPPEJA10-P12-B13-R6-L10,#198,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#198,,0.05
LPPEJA10-P12-B13-R6-L10,#199,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#199,,0.1
LPPEJA10-P12-B13-R6-L10,#500,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#501,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#501,,3253
LPPEJA10-P12-B13-R6-L10,#502,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#502,,8
LPPEJA10-P12-B13-R6-L10,#503,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#504,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#505,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#506,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#507,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#508,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#509,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#510,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#511,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#512,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#513,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#513,,3253
LPPEJA10-P12-B13-R6-L10,#514,,<-- is not numeric
LPPEJA10-P12-B13-R6-L10,#515,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#100,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#100,,13
LPPEJB10-P12-B13-G12-L10,#101,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#101,,1
LPPEJB10-P12-B13-G12-L10,#102,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#102,,10
LPPEJB10-P12-B13-G12-L10,#103,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#103,,12
LPPEJB10-P12-B13-G12-L10,#104,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#104,,10
LPPEJB10-P12-B13-G12-L10,#105,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#105,,13
LPPEJB10-P12-B13-G12-L10,#106,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#106,,2
LPPEJB10-P12-B13-G12-L10,#107,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#108,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#108,,1
LPPEJB10-P12-B13-G12-L10,#109,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#109,,45
LPPEJB10-P12-B13-G12-L10,#110,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#110,,0.2
LPPEJB10-P12-B13-G12-L10,#111,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#112,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#112,,23.3
LPPEJB10-P12-B13-G12-L10,#113,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#113,,0.15
LPPEJB10-P12-B13-G12-L10,#114,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#114,,0.13
LPPEJB10-P12-B13-G12-L10,#115,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#115,,0.17
LPPEJB10-P12-B13-G12-L10,#116,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#116,,1.7
LPPEJB10-P12-B13-G12-L10,#117,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#118,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#119,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#120,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#121,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#121,,1.6
LPPEJB10-P12-B13-G12-L10,#122,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#122,,11.6
LPPEJB10-P12-B13-G12-L10,#123,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#124,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#125,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#125,,0.3
LPPEJB10-P12-B13-G12-L10,#126,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#127,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#128,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#128,,100
LPPEJB10-P12-B13-G12-L10,#129,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#129,,200
LPPEJB10-P12-B13-G12-L10,#130,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#130,,300
LPPEJB10-P12-B13-G12-L10,#131,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#131,,402
LPPEJB10-P12-B13-G12-L10,#132,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#132,,500
LPPEJB10-P12-B13-G12-L10,#133,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#133,,600
LPPEJB10-P12-B13-G12-L10,#134,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#134,,700
LPPEJB10-P12-B13-G12-L10,#135,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#135,,800
LPPEJB10-P12-B13-G12-L10,#136,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#136,,901
LPPEJB10-P12-B13-G12-L10,#137,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#137,,1
LPPEJB10-P12-B13-G12-L10,#138,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#138,,1100
LPPEJB10-P12-B13-G12-L10,#139,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#140,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#141,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#142,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#142,,200
LPPEJB10-P12-B13-G12-L10,#143,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#143,,5000
LPPEJB10-P12-B13-G12-L10,#144,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#144,,0.08
LPPEJB10-P12-B13-G12-L10,#145,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#146,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#146,,5000
LPPEJB10-P12-B13-G12-L10,#147,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#147,,0.08
LPPEJB10-P12-B13-G12-L10,#148,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#149,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#150,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#151,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#152,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#153,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#154,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#155,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#156,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#157,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#158,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#159,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#160,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#160,,200
LPPEJB10-P12-B13-G12-L10,#161,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#161,,6000
LPPEJB10-P12-B13-G12-L10,#162,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#162,,0.1
LPPEJB10-P12-B13-G12-L10,#163,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#164,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#164,,80
LPPEJB10-P12-B13-G12-L10,#165,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#165,,3000
LPPEJB10-P12-B13-G12-L10,#166,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#166,,0.1
LPPEJB10-P12-B13-G12-L10,#167,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#168,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#169,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#170,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#171,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#172,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#172,,200
LPPEJB10-P12-B13-G12-L10,#173,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#173,,4000
LPPEJB10-P12-B13-G12-L10,#174,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#174,,0.12
LPPEJB10-P12-B13-G12-L10,#175,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#176,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#177,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#178,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#179,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#180,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#180,,120
LPPEJB10-P12-B13-G12-L10,#181,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#181,,3000
LPPEJB10-P12-B13-G12-L10,#182,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#182,,0.08
LPPEJB10-P12-B13-G12-L10,#183,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#184,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#184,,120
LPPEJB10-P12-B13-G12-L10,#185,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#185,,2500
LPPEJB10-P12-B13-G12-L10,#186,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#186,,0.1
LPPEJB10-P12-B13-G12-L10,#187,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#188,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#188,,4000
LPPEJB10-P12-B13-G12-L10,#189,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#189,,0.05
LPPEJB10-P12-B13-G12-L10,#190,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#191,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#191,,160
LPPEJB10-P12-B13-G12-L10,#192,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#192,,4000
LPPEJB10-P12-B13-G12-L10,#193,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#193,,0.08
LPPEJB10-P12-B13-G12-L10,#194,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#194,,1
LPPEJB10-P12-B13-G12-L10,#195,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#196,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#196,,160
LPPEJB10-P12-B13-G12-L10,#197,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#197,,4000
LPPEJB10-P12-B13-G12-L10,#198,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#198,,0.05
LPPEJB10-P12-B13-G12-L10,#199,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#199,,0.1
LPPEJB10-P12-B13-G12-L10,#500,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#501,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#501,,3253
LPPEJB10-P12-B13-G12-L10,#502,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#502,,8
LPPEJB10-P12-B13-G12-L10,#503,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#504,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#505,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#506,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#507,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#508,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#509,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#510,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#511,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#512,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#513,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#513,,3253
LPPEJB10-P12-B13-G12-L10,#514,,<-- is not numeric
LPPEJB10-P12-B13-G12-L10,#515,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#100,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#100,,13
LPPEJC10-P12-B13-R6-L10,#101,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#101,,1
LPPEJC10-P12-B13-R6-L10,#102,,<-- is not numeric
LPPEJC10-P12-B13-R6-L10,#102,,10
LPPEJC10-P12-B13-R6-L10,#103,,<-- is not numeric
